Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees
Old Dominion University,232982,2007,No Football Subdivision,,1065424.804,537907.5383,1709856.349,0,725499.1349,1281951.636,0,15733283.72
Old Dominion University,232982,2008,No Football Subdivision,,1993560.921,742120.6827,1498303.316,0,777250.3145,1311394.057,0,18878433.77
Old Dominion University,232982,2009,No Football Subdivision,,950606.8996,234744.0697,1997336.216,38362.5906,705390.3252,1093034.652,1400.596468,27815966.5
Old Dominion University,232982,2010,Football Championship Subdivision,,1041468.797,486631.0565,5273410.677,56538.22043,607399.8288,2993509.757,1763.740854,28084993.95
Old Dominion University,232982,2011,Football Championship Subdivision,,1130966.647,496428.2121,4102112.359,31641.03072,1122003.606,3465631.74,1862.793772,27496334.14
Old Dominion University,232982,2012,Football Championship Subdivision,,1161618.354,559788.6668,4115290.001,13527.07443,878325.3428,3667611.473,430.6118695,29336282.43
Old Dominion University,232982,2013,Football Championship Subdivision,,1165451.407,764534.6031,4228740.333,10554.33064,1023516.768,3739406.013,0,30095793.82
Old Dominion University,232982,2014,Football Bowl Subdivision,Conference USA,1297855.05,1317218.645,5070534.383,1853125.175,2215579.28,3909737.556,0,29226256.88
Old Dominion University,232982,2015,Football Bowl Subdivision,Conference USA,672462.2066,1399176.952,5798911.096,1094681.793,3831839.436,4210577.498,0,31032464.24
Old Dominion University,232982,2016,Football Bowl Subdivision,Conference USA,968505.0111,1582654.197,6309514.605,34507.12514,3719945.731,4569664.277,0,30997869.13
Old Dominion University,232982,2017,Football Bowl Subdivision,Conference USA,872035.2575,1689325.398,6011655.557,980890.9209,5223712.954,3723419.702,0,30283568.05
Old Dominion University,232982,2018,Football Bowl Subdivision,Conference USA,771234.2272,1654542.699,7169815.238,219882.4983,3394334.095,3531554.907,0,28887970.86
Old Dominion University,232982,2019,Football Bowl Subdivision,Conference USA,825060.7992,1979224.895,6865147.427,1683514.508,3207148.792,3836657.689,,29139150.86
Old Dominion University,232982,2020,Football Bowl Subdivision,Conference USA,1041421,1631561,8090432,866000,1975389,3218010,,32603660
Old Dominion University,232982,2021,Football Bowl Subdivision,Conference USA,786139,1497232,7334274,20000,1776341,73940,0,29984778
Oregon State University,209542,2005,Football Bowl Subdivision,Pacific-12 Conference,814456.3778,1785700.969,17690739.28,2343709.993,9772082.366,8249474.903,6721765.21,1981647.803
Oregon State University,209542,2006,Football Bowl Subdivision,Pacific-12 Conference,2734773.967,1713147.832,16171934.77,1912042.679,10192683.65,8981534.69,25190808.62,1919318.192
Oregon State University,209542,2007,Football Bowl Subdivision,Pacific-12 Conference,2162997.79,2439163.836,19530407.7,1236873.033,11234962.4,11217251.26,15808704.31,1866084.902
Oregon State University,209542,2008,Football Bowl Subdivision,Pacific-12 Conference,3594216.674,2949636.496,19972117.63,2439072.786,12164317.77,10181069.5,10812849.92,1447189.605
Oregon State University,209542,2009,Football Bowl Subdivision,Pacific-12 Conference,3116604.607,3526399.108,14270816.15,2222507.734,14942089.1,12231811.89,11250475.1,2549324.434
Oregon State University,209542,2010,Football Bowl Subdivision,Pacific-12 Conference,2904176.164,3706691.308,19511542.24,2497124.715,13072846.02,11306167.58,10466026.36,2543183.751
Oregon State University,209542,2011,Football Bowl Subdivision,Pacific-12 Conference,2554454.048,3349579.343,10971639.01,2621199.364,12935737.01,11953893.96,16900787.32,2620705.764
Oregon State University,209542,2012,Football Bowl Subdivision,Pacific-12 Conference,2545711.991,3763796.863,11066183.96,2539241.541,14396790.92,10755321.65,18357589.33,2753009.898
Oregon State University,209542,2013,Football Bowl Subdivision,Pacific-12 Conference,3304283.179,2475672.679,14063723.35,589953.7535,26547687.82,12120407.78,10781963.11,2850055.896
Oregon State University,209542,2014,Football Bowl Subdivision,Pacific-12 Conference,3308713.94,3480819.484,11665162.59,371704.07,25926799.46,11020275.71,10694824.74,2736213.145
Oregon State University,209542,2015,Football Bowl Subdivision,Pacific-12 Conference,4012328.168,5917019.891,10719727.97,459246.584,30163879.83,11988346.78,4848266.496,2732663.169
Oregon State University,209542,2016,Football Bowl Subdivision,Pacific-12 Conference,7739657.014,8162878.277,9494968.69,1683962.803,32243450.18,11289436.25,5014532.291,2800684.544
Oregon State University,209542,2017,Football Bowl Subdivision,Pacific-12 Conference,5871923.475,9380439.372,10331675.5,496252.6726,35672691.52,14092488.37,4701941.28,2822904.82
Oregon State University,209542,2018,Football Bowl Subdivision,Pacific-12 Conference,7757445.925,7931980.499,10494120.71,260762.4185,34976284.79,11705029.23,7307144.271,2755597.066
Oregon State University,209542,2019,Football Bowl Subdivision,Pacific-12 Conference,3852120.107,8304204.088,10246067.72,2004424.971,35655323.85,11051072.12,9346084.954,2611347.643
Oregon State University,209542,2020,Football Bowl Subdivision,Pacific-12 Conference,1998759,7501576,7197114,558500,36641118,7775093,8196546,2579526
Oregon State University,209542,2021,Football Bowl Subdivision,Pacific-12 Conference,830874,5629884,5945931,30000,22818559,99415,9473486,2513320
Pennsylvania State University,214777,2005,Football Bowl Subdivision,Big Ten Conference,10697846.87,6120127.482,18200634.94,336614.6516,14229958.99,30971071.23,0,0
Pennsylvania State University,214777,2006,Football Bowl Subdivision,Big Ten Conference,,,,,,,,
Pennsylvania State University,214777,2007,Football Bowl Subdivision,Big Ten Conference,,,,,,,,
Pennsylvania State University,214777,2008,Football Bowl Subdivision,Big Ten Conference,,,,,,,,
Pennsylvania State University,214777,2009,Football Bowl Subdivision,Big Ten Conference,,,,,,,,
Pennsylvania State University,214777,2010,Football Bowl Subdivision,Big Ten Conference,17339098.95,7103587.352,24917825.74,5934.525079,27518778.54,49656325.57,0,0
Pennsylvania State University,214777,2011,Football Bowl Subdivision,Big Ten Conference,16369906.06,6348505.879,39449632.1,233568.3359,30201406.4,41000399.29,0,0
Pennsylvania State University,214777,2012,Football Bowl Subdivision,Big Ten Conference,17806684.57,5009995.504,28750170.08,172470.199,31139651.12,39149083.75,0,0
Pennsylvania State University,214777,2013,Football Bowl Subdivision,Big Ten Conference,16958157.43,5651314.121,27197417.97,267746.7037,29200146.65,37102226.22,0,0
Pennsylvania State University,214777,2014,Football Bowl Subdivision,Big Ten Conference,24841098.88,5346839.51,26423511.98,38810.2779,30354836.8,41550930.72,0,0
Pennsylvania State University,214777,2015,Football Bowl Subdivision,Big Ten Conference,18780541.02,8298125.865,30247277.66,712498.6235,38799364.24,40443063.07,0,0
Pennsylvania State University,214777,2016,Football Bowl Subdivision,Big Ten Conference,23206833.16,13753611.62,28234676.58,290939.2771,39178038.71,37945304.01,0,0
Pennsylvania State University,214777,2017,Football Bowl Subdivision,Big Ten Conference,24608083.56,14541446.05,32499244.37,316757.0251,42612190.7,37483657.95,0,0
Pennsylvania State University,214777,2018,Football Bowl Subdivision,Big Ten Conference,24775817.61,14316834.89,35988902.56,8760.792717,55997767.75,39359028.01,0,0
Pennsylvania State University,214777,2019,Football Bowl Subdivision,Big Ten Conference,22476472.62,15073721.21,31887766.18,343181.8511,55303851.48,41473940.75,,
Pennsylvania State University,214777,2020,Football Bowl Subdivision,Big Ten Conference,22138418,13911850,30494428,,55520424,43012270,,
Pennsylvania State University,214777,2021,Football Bowl Subdivision,Big Ten Conference,28310421,13820055,22483488,0,42574553,-1028999,0,0
Purdue University,243780,2005,Football Bowl Subdivision,Big Ten Conference,5597388.782,2970754.175,18188288.87,605575.0592,20137236.01,19622716.54,897320.5681,0
Purdue University,243780,2006,Football Bowl Subdivision,Big Ten Conference,8081047.716,3694978.694,17371073.42,510942.0931,18361558.77,18370209.27,10776.54136,0
Purdue University,243780,2007,Football Bowl Subdivision,Big Ten Conference,7394658.377,5285443.102,15546469.77,2237203.856,22217656.14,19403377.76,9761.163953,0
Purdue University,243780,2008,Football Bowl Subdivision,Big Ten Conference,8824036.017,6080751.247,12516040.82,1312324.468,27352159.18,21152977.65,0,0
Purdue University,243780,2009,Football Bowl Subdivision,Big Ten Conference,6409768.815,6661329.694,13935663.43,603185.3869,23832001.81,21039329.47,0,0
Purdue University,243780,2010,Football Bowl Subdivision,Big Ten Conference,6630205.716,6248215.766,15112325.09,482081.6496,25016702.05,19687390.52,0,0
Purdue University,243780,2011,Football Bowl Subdivision,Big Ten Conference,8094174.911,6154624.601,15419886.99,517762.3209,27719313.66,18265696.25,0,0
Purdue University,243780,2012,Football Bowl Subdivision,Big Ten Conference,7070156.54,6370008.694,17931768.3,958167.7723,29467135.46,17814549.44,0,0
Purdue University,243780,2013,Football Bowl Subdivision,Big Ten Conference,7398020.291,6395864.377,19094658.36,1777571.477,30187362.08,15558737.62,0,0
Purdue University,243780,2014,Football Bowl Subdivision,Big Ten Conference,6436675.843,7054813.152,16706606.76,437298.9059,31626270.25,15765804.08,0,0
Purdue University,243780,2015,Football Bowl Subdivision,Big Ten Conference,6279482.409,7414987.916,19143425.03,1310342.296,37708372.15,10736114.89,0,0
Purdue University,243780,2016,Football Bowl Subdivision,Big Ten Conference,6060145.63,7401982.149,20489414.31,350462.9897,39809580.56,10754349.36,0,0
Purdue University,243780,2017,Football Bowl Subdivision,Big Ten Conference,7540268.999,6771904.093,22890095.87,131982.0938,42508519.3,9737312.619,0,0
Purdue University,243780,2018,Football Bowl Subdivision,Big Ten Conference,7544096.917,6879939.159,19957793.89,541107.7855,58972410.4,12359878.91,0,0
Purdue University,243780,2019,Football Bowl Subdivision,Big Ten Conference,8184875.001,6844623.33,23968937.09,,59948629.54,13265207.52,,
Purdue University,243780,2020,Football Bowl Subdivision,Big Ten Conference,7416524,7076094,17451307,400000,55668058,14211635,,
Purdue University,243780,2021,Football Bowl Subdivision,Big Ten Conference,6077685,6214950,17400737,0,45050837,-560867,0,0
"Rutgers, The State University of New Jersey-New Brunswick",186380,2005,Football Bowl Subdivision,Big East Conference,4526442.642,1374027.876,5634908.064,1189415.944,6380252.417,4902833.483,19305047.73,7043601.948
"Rutgers, The State University of New Jersey-New Brunswick",186380,2006,Football Bowl Subdivision,Big East Conference,5239236.272,1499975.417,6244543.534,1036057.764,8003660.492,4937084.854,18467123.68,7456529.556
"Rutgers, The State University of New Jersey-New Brunswick",186380,2007,Football Bowl Subdivision,Big East Conference,4680772.698,1317780.85,7257264.377,1185195.035,9324802.477,5679247.401,17287078.78,8048329.325
"Rutgers, The State University of New Jersey-New Brunswick",186380,2008,Football Bowl Subdivision,Big East Conference,5057807.481,1228056.146,9081472.603,882327.8705,9501441.436,10041125.57,18339621.14,8391404.456
"Rutgers, The State University of New Jersey-New Brunswick",186380,2009,Football Bowl Subdivision,Big East Conference,5604597.151,1931105.254,9592685.211,969922.1021,9648817.643,11799290.57,21639783.64,9403212.617
"Rutgers, The State University of New Jersey-New Brunswick",186380,2010,Football Bowl Subdivision,Big East Conference,5008450.749,1834393.748,10917877.53,979196.6381,10867422.2,14706441.55,21870608.53,10018774.43
"Rutgers, The State University of New Jersey-New Brunswick",186380,2011,Football Bowl Subdivision,Big East Conference,4279001.829,1228786.907,8811009.941,4124929.569,7311599.024,10734923.83,22370983.06,10392467.78
"Rutgers, The State University of New Jersey-New Brunswick",186380,2012,Football Bowl Subdivision,Big East Conference,4114479.504,2998960.293,10160647.78,1014530.582,11017422.24,11323276.16,20828675.83,10730051.94
"Rutgers, The State University of New Jersey-New Brunswick",186380,2013,Football Bowl Subdivision,Big East Conference,5077552.933,2273804.996,6812522.687,1055433.064,10567332.47,9756759.874,41238222.87,10974269.68
"Rutgers, The State University of New Jersey-New Brunswick",186380,2014,Football Bowl Subdivision,American Athletic Conference,4933472.88,8394006.068,8870599.56,300642.9978,10133818.35,11442460.47,28443642.7,11285689.91
"Rutgers, The State University of New Jersey-New Brunswick",186380,2015,Football Bowl Subdivision,Big Ten Conference,5360280.564,6977798.761,10795062.82,504481.784,12297944.63,15118678.09,14129854.48,11862862.94
"Rutgers, The State University of New Jersey-New Brunswick",186380,2016,Football Bowl Subdivision,Big Ten Conference,15791055.71,6771383.848,9684382.614,235618.9638,12382896.95,14835747.52,18535476.39,12316775.91
"Rutgers, The State University of New Jersey-New Brunswick",186380,2017,Football Bowl Subdivision,Big Ten Conference,20173376.45,5981260.609,8579048.322,446099.477,18638656.99,13540519.19,22511657.81,12423979.19
"Rutgers, The State University of New Jersey-New Brunswick",186380,2018,Football Bowl Subdivision,Big Ten Conference,17516675.27,6353074.361,9442808.062,30405.10414,28497898.11,11094897.74,18641511.58,12259134.94
"Rutgers, The State University of New Jersey-New Brunswick",186380,2019,Football Bowl Subdivision,Big Ten Conference,20113630.15,6216634.962,7393407.554,164560.2531,29743358.44,10665644.48,17916121.35,12311614.49
"Rutgers, The State University of New Jersey-New Brunswick",186380,2020,Football Bowl Subdivision,Big Ten Conference,23960438,7032680,4613715,84000,31019014,8414231,15864239,12654098
"Rutgers, The State University of New Jersey-New Brunswick",186380,2021,Football Bowl Subdivision,Big Ten Conference,2370981,3259310,7884587,0,31580145,14105,32337340,10545834
San Diego State University,122409,2005,Football Bowl Subdivision,Mountain West Conference,1804947.641,4129607.099,4191781.416,993278.2731,4738871.667,3952815.494,7766219.512,7025452.587
San Diego State University,122409,2006,Football Bowl Subdivision,Mountain West Conference,2093105.006,4409916.324,4578828.404,752881.4805,5589348.05,4488043.04,9563831.25,9111850.729
San Diego State University,122409,2007,Football Bowl Subdivision,Mountain West Conference,2018397.754,5156606.972,3444614.9,718980.8743,3494096.013,4555065.882,11991191.73,7281365.215
San Diego State University,122409,2008,Football Bowl Subdivision,Mountain West Conference,1168043.426,4798580.995,3792468.775,690951.6767,3810457.925,4063979.332,12756109.74,7528165.641
